,role_0,role_1,role_2,role_3
582888,0.25,0.25,0.25,0.25
582895,0.25,0.25,0.25,0.25
582898,0.25,0.25,0.25,0.25
582911,0.25,0.25,0.25,0.25
582919,0.25,0.25,0.25,0.25
582921,0.25,0.25,0.25,0.25
582922,0.25,0.25,0.25,0.25
582936,0.25,0.25,0.25,0.25
582958,0.25,0.25,0.25,0.25
582962,0.25,0.25,0.25,0.25
582965,0.25,0.25,0.25,0.25
582968,0.25,0.25,0.25,0.25
582986,0.25,0.25,0.25,0.25
583003,0.25,0.25,0.25,0.25
583012,0.25,0.25,0.25,0.25
583014,0.25,0.25,0.25,0.25
583016,0.25,0.25,0.25,0.25
583018,0.25,0.25,0.25,0.25
583025,0.25,0.25,0.25,0.25
583037,0.25,0.25,0.25,0.25
583073,0.25,0.25,0.25,0.25
583074,0.25,0.25,0.25,0.25
583094,0.25,0.25,0.25,0.25
583100,0.25,0.25,0.25,0.25
583110,0.25,0.25,0.25,0.25
583126,0.25,0.25,0.25,0.25
583129,0.25,0.25,0.25,0.25
583147,0.25,0.25,0.25,0.25
583170,0.25,0.25,0.25,0.25
583186,0.25,0.25,0.25,0.25
583203,0.25,0.25,0.25,0.25
583205,0.25,0.25,0.25,0.25
583213,0.25,0.25,0.25,0.25
583218,0.25,0.25,0.25,0.25
583229,0.25,0.25,0.25,0.25
583243,0.25,0.25,0.25,0.25
583250,0.25,0.25,0.25,0.25
583262,0.25,0.25,0.25,0.25
583268,0.25,0.25,0.25,0.25
583271,0.25,0.25,0.25,0.25
583275,0.25,0.25,0.25,0.25
583278,0.25,0.25,0.25,0.25
583318,0.25,0.25,0.25,0.25
583324,0.25,0.25,0.25,0.25
583326,0.25,0.25,0.25,0.25
583327,0.25,0.25,0.25,0.25
583338,0.25,0.25,0.25,0.25
583351,0.25,0.25,0.25,0.25
583360,0.25,0.25,0.25,0.25
583367,0.25,0.25,0.25,0.25
583372,0.25,0.25,0.25,0.25
583374,0.25,0.25,0.25,0.25
583388,0.25,0.25,0.25,0.25
583393,0.25,0.25,0.25,0.25
583401,0.25,0.25,0.25,0.25
583410,0.25,0.25,0.25,0.25
583416,0.25,0.25,0.25,0.25
583441,0.25,0.25,0.25,0.25
583446,0.25,0.25,0.25,0.25
583453,0.25,0.25,0.25,0.25
583464,0.25,0.25,0.25,0.25
583470,0.25,0.25,0.25,0.25
583480,0.25,0.25,0.25,0.25
583500,0.25,0.25,0.25,0.25
583515,0.25,0.25,0.25,0.25
583544,0.25,0.25,0.25,0.25
583546,0.25,0.25,0.25,0.25
583549,0.25,0.25,0.25,0.25
583572,0.25,0.25,0.25,0.25
583580,0.25,0.25,0.25,0.25
583585,0.25,0.25,0.25,0.25
583589,0.25,0.25,0.25,0.25
583603,0.25,0.25,0.25,0.25
583613,0.25,0.25,0.25,0.25
583615,0.25,0.25,0.25,0.25
583618,0.25,0.25,0.25,0.25
583620,0.25,0.25,0.25,0.25
583625,0.25,0.25,0.25,0.25
583627,0.25,0.25,0.25,0.25
583637,0.25,0.25,0.25,0.25
583641,0.25,0.25,0.25,0.25
583645,0.25,0.25,0.25,0.25
583648,0.25,0.25,0.25,0.25
583663,0.25,0.25,0.25,0.25
583665,0.25,0.25,0.25,0.25
583669,0.25,0.25,0.25,0.25
583673,0.25,0.25,0.25,0.25
583675,0.25,0.25,0.25,0.25
583678,0.25,0.25,0.25,0.25
583685,0.25,0.25,0.25,0.25
583691,0.25,0.25,0.25,0.25
583703,0.25,0.25,0.25,0.25
583721,0.25,0.25,0.25,0.25
583735,0.25,0.25,0.25,0.25
583755,0.25,0.25,0.25,0.25
583761,0.25,0.25,0.25,0.25
583771,0.25,0.25,0.25,0.25
583782,0.25,0.25,0.25,0.25
583793,0.25,0.25,0.25,0.25
583810,0.25,0.25,0.25,0.25
583813,0.25,0.25,0.25,0.25
583826,0.25,0.25,0.25,0.25
583828,0.25,0.25,0.25,0.25
583861,0.25,0.25,0.25,0.25
583870,0.25,0.25,0.25,0.25
583873,0.25,0.25,0.25,0.25
583877,0.25,0.25,0.25,0.25
583907,0.25,0.25,0.25,0.25
583922,0.25,0.25,0.25,0.25
583924,0.25,0.25,0.25,0.25
583929,0.25,0.25,0.25,0.25
583944,0.25,0.25,0.25,0.25
583961,0.25,0.25,0.25,0.25
583964,0.25,0.25,0.25,0.25
583965,0.25,0.25,0.25,0.25
583984,0.25,0.25,0.25,0.25
583988,0.25,0.25,0.25,0.25
584012,0.25,0.25,0.25,0.25
584028,0.25,0.25,0.25,0.25
584035,0.25,0.25,0.25,0.25
584055,0.25,0.25,0.25,0.25
584087,0.25,0.25,0.25,0.25
584098,0.25,0.25,0.25,0.25
584105,0.25,0.25,0.25,0.25
584106,0.25,0.25,0.25,0.25
584107,0.25,0.25,0.25,0.25
584134,0.25,0.25,0.25,0.25
584155,0.25,0.25,0.25,0.25
584156,0.25,0.25,0.25,0.25
584162,0.25,0.25,0.25,0.25
584184,0.25,0.25,0.25,0.25
584192,0.25,0.25,0.25,0.25
584201,0.25,0.25,0.25,0.25
584203,0.25,0.25,0.25,0.25
584215,0.25,0.25,0.25,0.25
584218,0.25,0.25,0.25,0.25
584219,0.25,0.25,0.25,0.25
584222,0.25,0.25,0.25,0.25
584225,0.25,0.25,0.25,0.25
584230,0.25,0.25,0.25,0.25
584238,0.25,0.25,0.25,0.25
584263,0.25,0.25,0.25,0.25
584270,0.25,0.25,0.25,0.25
584279,0.25,0.25,0.25,0.25
584296,0.25,0.25,0.25,0.25
584333,0.25,0.25,0.25,0.25
584335,0.25,0.25,0.25,0.25
584336,0.25,0.25,0.25,0.25
584354,0.25,0.25,0.25,0.25
584356,0.25,0.25,0.25,0.25
584360,0.25,0.25,0.25,0.25
584361,0.25,0.25,0.25,0.25
584366,0.25,0.25,0.25,0.25
584374,0.25,0.25,0.25,0.25
584387,0.25,0.25,0.25,0.25
584408,0.25,0.25,0.25,0.25
584438,0.25,0.25,0.25,0.25
584439,0.25,0.25,0.25,0.25
584440,0.25,0.25,0.25,0.25
584459,0.25,0.25,0.25,0.25
584463,0.25,0.25,0.25,0.25
584467,0.25,0.25,0.25,0.25
584474,0.25,0.25,0.25,0.25
584477,0.25,0.25,0.25,0.25
584505,0.25,0.25,0.25,0.25
584509,0.25,0.25,0.25,0.25
584527,0.25,0.25,0.25,0.25
584535,0.25,0.25,0.25,0.25
584540,0.25,0.25,0.25,0.25
584551,0.25,0.25,0.25,0.25
584557,0.25,0.25,0.25,0.25
584561,0.25,0.25,0.25,0.25
584569,0.25,0.25,0.25,0.25
584579,0.25,0.25,0.25,0.25
584588,0.25,0.25,0.25,0.25
584596,0.25,0.25,0.25,0.25
584598,0.25,0.25,0.25,0.25
584601,0.25,0.25,0.25,0.25
584635,0.25,0.25,0.25,0.25
584666,0.25,0.25,0.25,0.25
584684,0.25,0.25,0.25,0.25
584685,0.25,0.25,0.25,0.25
584716,0.25,0.25,0.25,0.25
584720,0.25,0.25,0.25,0.25
584722,0.25,0.25,0.25,0.25
584731,0.25,0.25,0.25,0.25
584734,0.25,0.25,0.25,0.25
584754,0.25,0.25,0.25,0.25
584761,0.25,0.25,0.25,0.25
584768,0.25,0.25,0.25,0.25
584777,0.25,0.25,0.25,0.25
584791,0.25,0.25,0.25,0.25
584798,0.25,0.25,0.25,0.25
584806,0.25,0.25,0.25,0.25
584810,0.25,0.25,0.25,0.25
584815,0.25,0.25,0.25,0.25
584817,0.25,0.25,0.25,0.25
584829,0.25,0.25,0.25,0.25
584838,0.25,0.25,0.25,0.25
584848,0.25,0.25,0.25,0.25
584855,0.25,0.25,0.25,0.25
584879,0.25,0.25,0.25,0.25
584881,0.25,0.25,0.25,0.25
584883,0.25,0.25,0.25,0.25
584898,0.25,0.25,0.25,0.25
584899,0.25,0.25,0.25,0.25
584903,0.25,0.25,0.25,0.25
584918,0.25,0.25,0.25,0.25
584924,0.25,0.25,0.25,0.25
584925,0.25,0.25,0.25,0.25
584934,0.25,0.25,0.25,0.25
584954,0.25,0.25,0.25,0.25
584955,0.25,0.25,0.25,0.25
584957,0.25,0.25,0.25,0.25
584964,0.25,0.25,0.25,0.25
584978,0.25,0.25,0.25,0.25
585004,0.25,0.25,0.25,0.25
585021,0.25,0.25,0.25,0.25
585029,0.25,0.25,0.25,0.25
585038,0.25,0.25,0.25,0.25
585048,0.25,0.25,0.25,0.25
585055,0.25,0.25,0.25,0.25
585077,0.25,0.25,0.25,0.25
585107,0.25,0.25,0.25,0.25
585115,0.25,0.25,0.25,0.25
585125,0.25,0.25,0.25,0.25
585133,0.25,0.25,0.25,0.25
585151,0.25,0.25,0.25,0.25
585166,0.25,0.25,0.25,0.25
585172,0.25,0.25,0.25,0.25
585174,0.25,0.25,0.25,0.25
585218,0.25,0.25,0.25,0.25
585235,0.25,0.25,0.25,0.25
585239,0.25,0.25,0.25,0.25
585243,0.25,0.25,0.25,0.25
585259,0.25,0.25,0.25,0.25
585271,0.25,0.25,0.25,0.25
585282,0.25,0.25,0.25,0.25
585298,0.25,0.25,0.25,0.25
585300,0.25,0.25,0.25,0.25
585304,0.25,0.25,0.25,0.25
585321,0.25,0.25,0.25,0.25
585336,0.25,0.25,0.25,0.25
585357,0.25,0.25,0.25,0.25
585358,0.25,0.25,0.25,0.25
585360,0.25,0.25,0.25,0.25
585389,0.25,0.25,0.25,0.25
585392,0.25,0.25,0.25,0.25
585412,0.25,0.25,0.25,0.25
585436,0.25,0.25,0.25,0.25
585442,0.25,0.25,0.25,0.25
585443,0.25,0.25,0.25,0.25
585453,0.25,0.25,0.25,0.25
585479,0.25,0.25,0.25,0.25
585485,0.25,0.25,0.25,0.25
585495,0.25,0.25,0.25,0.25
585512,0.25,0.25,0.25,0.25
585522,0.25,0.25,0.25,0.25
585526,0.25,0.25,0.25,0.25
585528,0.25,0.25,0.25,0.25
585529,0.25,0.25,0.25,0.25
585549,0.25,0.25,0.25,0.25
585560,0.25,0.25,0.25,0.25
585562,0.25,0.25,0.25,0.25
585584,0.25,0.25,0.25,0.25
585594,0.25,0.25,0.25,0.25
585680,0.25,0.25,0.25,0.25
585689,0.25,0.25,0.25,0.25
585694,0.25,0.25,0.25,0.25
585701,0.25,0.25,0.25,0.25
585706,0.25,0.25,0.25,0.25
585710,0.25,0.25,0.25,0.25
585746,0.25,0.25,0.25,0.25
585752,0.25,0.25,0.25,0.25
585754,0.25,0.25,0.25,0.25
585755,0.25,0.25,0.25,0.25
585767,0.25,0.25,0.25,0.25
585777,0.25,0.25,0.25,0.25
585789,0.25,0.25,0.25,0.25
585791,0.25,0.25,0.25,0.25
585793,0.25,0.25,0.25,0.25
585811,0.25,0.25,0.25,0.25
585817,0.25,0.25,0.25,0.25
585826,0.25,0.25,0.25,0.25
585839,0.25,0.25,0.25,0.25
585846,0.25,0.25,0.25,0.25
585851,0.25,0.25,0.25,0.25
585853,0.25,0.25,0.25,0.25
585855,0.25,0.25,0.25,0.25
585859,0.25,0.25,0.25,0.25
585883,0.25,0.25,0.25,0.25
585891,0.25,0.25,0.25,0.25
585895,0.25,0.25,0.25,0.25
585919,0.25,0.25,0.25,0.25
585920,0.25,0.25,0.25,0.25
585928,0.25,0.25,0.25,0.25
585939,0.25,0.25,0.25,0.25
585960,0.25,0.25,0.25,0.25
585967,0.25,0.25,0.25,0.25
585975,0.25,0.25,0.25,0.25
585980,0.25,0.25,0.25,0.25
585986,0.25,0.25,0.25,0.25
585990,0.25,0.25,0.25,0.25
585997,0.25,0.25,0.25,0.25
585998,0.25,0.25,0.25,0.25
586002,0.25,0.25,0.25,0.25
586014,0.25,0.25,0.25,0.25
586017,0.25,0.25,0.25,0.25
586034,0.25,0.25,0.25,0.25
586046,0.25,0.25,0.25,0.25
586054,0.25,0.25,0.25,0.25
586090,0.25,0.25,0.25,0.25
586105,0.25,0.25,0.25,0.25
586106,0.25,0.25,0.25,0.25
586117,0.25,0.25,0.25,0.25
586128,0.25,0.25,0.25,0.25
586130,0.25,0.25,0.25,0.25
586137,0.25,0.25,0.25,0.25
586156,0.25,0.25,0.25,0.25
586160,0.25,0.25,0.25,0.25
586176,0.25,0.25,0.25,0.25
586188,0.25,0.25,0.25,0.25
586204,0.25,0.25,0.25,0.25
586205,0.25,0.25,0.25,0.25
586221,0.25,0.25,0.25,0.25
586225,0.25,0.25,0.25,0.25
586230,0.25,0.25,0.25,0.25
586237,0.25,0.25,0.25,0.25
586244,0.25,0.25,0.25,0.25
586256,0.25,0.25,0.25,0.25
586269,0.25,0.25,0.25,0.25
586270,0.25,0.25,0.25,0.25
586303,0.25,0.25,0.25,0.25
586311,0.25,0.25,0.25,0.25
586314,0.25,0.25,0.25,0.25
586341,0.25,0.25,0.25,0.25
586345,0.25,0.25,0.25,0.25
586372,0.25,0.25,0.25,0.25
586380,0.25,0.25,0.25,0.25
586388,0.25,0.25,0.25,0.25
586392,0.25,0.25,0.25,0.25
586397,0.25,0.25,0.25,0.25
586411,0.25,0.25,0.25,0.25
586439,0.25,0.25,0.25,0.25
586457,0.25,0.25,0.25,0.25
586458,0.25,0.25,0.25,0.25
586460,0.25,0.25,0.25,0.25
586461,0.25,0.25,0.25,0.25
586487,0.25,0.25,0.25,0.25
586499,0.25,0.25,0.25,0.25
586514,0.25,0.25,0.25,0.25
586520,0.25,0.25,0.25,0.25
586530,0.25,0.25,0.25,0.25
586546,0.25,0.25,0.25,0.25
586552,0.25,0.25,0.25,0.25
586568,0.25,0.25,0.25,0.25
586569,0.25,0.25,0.25,0.25
586604,0.25,0.25,0.25,0.25
586613,0.25,0.25,0.25,0.25
586614,0.25,0.25,0.25,0.25
586630,0.25,0.25,0.25,0.25
586644,0.25,0.25,0.25,0.25
586645,0.25,0.25,0.25,0.25
586667,0.25,0.25,0.25,0.25
586669,0.25,0.25,0.25,0.25
586670,0.25,0.25,0.25,0.25
586672,0.25,0.25,0.25,0.25
586680,0.25,0.25,0.25,0.25
586719,0.25,0.25,0.25,0.25
586721,0.25,0.25,0.25,0.25
586725,0.25,0.25,0.25,0.25
586728,0.25,0.25,0.25,0.25
586729,0.25,0.25,0.25,0.25
586760,0.25,0.25,0.25,0.25
586763,0.25,0.25,0.25,0.25
586780,0.25,0.25,0.25,0.25
586786,0.25,0.25,0.25,0.25
586795,0.25,0.25,0.25,0.25
586804,0.25,0.25,0.25,0.25
586805,0.25,0.25,0.25,0.25
586811,0.25,0.25,0.25,0.25
586816,0.25,0.25,0.25,0.25
586837,0.25,0.25,0.25,0.25
586846,0.25,0.25,0.25,0.25
586860,0.25,0.25,0.25,0.25
586864,0.25,0.25,0.25,0.25
586871,0.25,0.25,0.25,0.25
586873,0.25,0.25,0.25,0.25
586874,0.25,0.25,0.25,0.25
586882,0.25,0.25,0.25,0.25
586906,0.25,0.25,0.25,0.25
586908,0.25,0.25,0.25,0.25
586953,0.25,0.25,0.25,0.25
586956,0.25,0.25,0.25,0.25
586963,0.25,0.25,0.25,0.25
586977,0.25,0.25,0.25,0.25
586982,0.25,0.25,0.25,0.25
586986,0.25,0.25,0.25,0.25
587003,0.25,0.25,0.25,0.25
587005,0.25,0.25,0.25,0.25
587025,0.25,0.25,0.25,0.25
587057,0.25,0.25,0.25,0.25
587063,0.25,0.25,0.25,0.25
587064,0.25,0.25,0.25,0.25
587075,0.25,0.25,0.25,0.25
587093,0.25,0.25,0.25,0.25
587098,0.25,0.25,0.25,0.25
587104,0.25,0.25,0.25,0.25
587109,0.25,0.25,0.25,0.25
587141,0.25,0.25,0.25,0.25
587150,0.25,0.25,0.25,0.25
587182,0.25,0.25,0.25,0.25
587185,0.25,0.25,0.25,0.25
587189,0.25,0.25,0.25,0.25
587199,0.25,0.25,0.25,0.25
587212,0.25,0.25,0.25,0.25
587241,0.25,0.25,0.25,0.25
587242,0.25,0.25,0.25,0.25
587243,0.25,0.25,0.25,0.25
587289,0.25,0.25,0.25,0.25
587310,0.25,0.25,0.25,0.25
587313,0.25,0.25,0.25,0.25
587315,0.25,0.25,0.25,0.25
587316,0.25,0.25,0.25,0.25
587323,0.25,0.25,0.25,0.25
587344,0.25,0.25,0.25,0.25
587351,0.25,0.25,0.25,0.25
587393,0.25,0.25,0.25,0.25
587398,0.25,0.25,0.25,0.25
587409,0.25,0.25,0.25,0.25
587414,0.25,0.25,0.25,0.25
587472,0.25,0.25,0.25,0.25
587474,0.25,0.25,0.25,0.25
587475,0.25,0.25,0.25,0.25
587481,0.25,0.25,0.25,0.25
587483,0.25,0.25,0.25,0.25
587485,0.25,0.25,0.25,0.25
587505,0.25,0.25,0.25,0.25
587512,0.25,0.25,0.25,0.25
587513,0.25,0.25,0.25,0.25
587518,0.25,0.25,0.25,0.25
587523,0.25,0.25,0.25,0.25
587534,0.25,0.25,0.25,0.25
587554,0.25,0.25,0.25,0.25
587555,0.25,0.25,0.25,0.25
587583,0.25,0.25,0.25,0.25
587597,0.25,0.25,0.25,0.25
587622,0.25,0.25,0.25,0.25
587624,0.25,0.25,0.25,0.25
587634,0.25,0.25,0.25,0.25
587640,0.25,0.25,0.25,0.25
587649,0.25,0.25,0.25,0.25
587660,0.25,0.25,0.25,0.25
587668,0.25,0.25,0.25,0.25
587670,0.25,0.25,0.25,0.25
587672,0.25,0.25,0.25,0.25
587695,0.25,0.25,0.25,0.25
587697,0.25,0.25,0.25,0.25
587713,0.25,0.25,0.25,0.25
587731,0.25,0.25,0.25,0.25
587734,0.25,0.25,0.25,0.25
587747,0.25,0.25,0.25,0.25
587755,0.25,0.25,0.25,0.25
587757,0.25,0.25,0.25,0.25
587763,0.25,0.25,0.25,0.25
587772,0.25,0.25,0.25,0.25
587775,0.25,0.25,0.25,0.25
587777,0.25,0.25,0.25,0.25
587812,0.25,0.25,0.25,0.25
587821,0.25,0.25,0.25,0.25
587828,0.25,0.25,0.25,0.25
587854,0.25,0.25,0.25,0.25
587856,0.25,0.25,0.25,0.25
587858,0.25,0.25,0.25,0.25
587865,0.25,0.25,0.25,0.25
587872,0.25,0.25,0.25,0.25
587890,0.25,0.25,0.25,0.25
587900,0.25,0.25,0.25,0.25
587910,0.25,0.25,0.25,0.25
587920,0.25,0.25,0.25,0.25
587933,0.25,0.25,0.25,0.25
587939,0.25,0.25,0.25,0.25
587974,0.25,0.25,0.25,0.25
587983,0.25,0.25,0.25,0.25
587987,0.25,0.25,0.25,0.25
587989,0.25,0.25,0.25,0.25
588024,0.25,0.25,0.25,0.25
588043,0.25,0.25,0.25,0.25
588057,0.25,0.25,0.25,0.25
588060,0.25,0.25,0.25,0.25
588075,0.25,0.25,0.25,0.25
588103,0.25,0.25,0.25,0.25
588108,0.25,0.25,0.25,0.25
588110,0.25,0.25,0.25,0.25
588129,0.25,0.25,0.25,0.25
588133,0.25,0.25,0.25,0.25
588137,0.25,0.25,0.25,0.25
588152,0.25,0.25,0.25,0.25
588174,0.25,0.25,0.25,0.25
588189,0.25,0.25,0.25,0.25
588190,0.25,0.25,0.25,0.25
588192,0.25,0.25,0.25,0.25
588224,0.25,0.25,0.25,0.25
588230,0.25,0.25,0.25,0.25
588233,0.25,0.25,0.25,0.25
588239,0.25,0.25,0.25,0.25
588261,0.25,0.25,0.25,0.25
588267,0.25,0.25,0.25,0.25
588276,0.25,0.25,0.25,0.25
588291,0.25,0.25,0.25,0.25
588333,0.25,0.25,0.25,0.25
588342,0.25,0.25,0.25,0.25
588348,0.25,0.25,0.25,0.25
588364,0.25,0.25,0.25,0.25
588365,0.25,0.25,0.25,0.25
588376,0.25,0.25,0.25,0.25
588383,0.25,0.25,0.25,0.25
588394,0.25,0.25,0.25,0.25
588398,0.25,0.25,0.25,0.25
588414,0.25,0.25,0.25,0.25
588416,0.25,0.25,0.25,0.25
588421,0.25,0.25,0.25,0.25
588428,0.25,0.25,0.25,0.25
588463,0.25,0.25,0.25,0.25
588471,0.25,0.25,0.25,0.25
588489,0.25,0.25,0.25,0.25
588490,0.25,0.25,0.25,0.25
588510,0.25,0.25,0.25,0.25
588511,0.25,0.25,0.25,0.25
588512,0.25,0.25,0.25,0.25
588531,0.25,0.25,0.25,0.25
588534,0.25,0.25,0.25,0.25
588545,0.25,0.25,0.25,0.25
588550,0.25,0.25,0.25,0.25
588565,0.25,0.25,0.25,0.25
588572,0.25,0.25,0.25,0.25
588585,0.25,0.25,0.25,0.25
588601,0.25,0.25,0.25,0.25
588616,0.25,0.25,0.25,0.25
588618,0.25,0.25,0.25,0.25
588626,0.25,0.25,0.25,0.25
588640,0.25,0.25,0.25,0.25
588658,0.25,0.25,0.25,0.25
588670,0.25,0.25,0.25,0.25
588680,0.25,0.25,0.25,0.25
588681,0.25,0.25,0.25,0.25
588691,0.25,0.25,0.25,0.25
588700,0.25,0.25,0.25,0.25
588730,0.25,0.25,0.25,0.25
588732,0.25,0.25,0.25,0.25
588735,0.25,0.25,0.25,0.25
588737,0.25,0.25,0.25,0.25
588738,0.25,0.25,0.25,0.25
588746,0.25,0.25,0.25,0.25
588748,0.25,0.25,0.25,0.25
588755,0.25,0.25,0.25,0.25
588784,0.25,0.25,0.25,0.25
588799,0.25,0.25,0.25,0.25
588801,0.25,0.25,0.25,0.25
588822,0.25,0.25,0.25,0.25
588827,0.25,0.25,0.25,0.25
588831,0.25,0.25,0.25,0.25
588835,0.25,0.25,0.25,0.25
588848,0.25,0.25,0.25,0.25
588870,0.25,0.25,0.25,0.25
588873,0.25,0.25,0.25,0.25
588877,0.25,0.25,0.25,0.25
588878,0.25,0.25,0.25,0.25
588892,0.25,0.25,0.25,0.25
588907,0.25,0.25,0.25,0.25
588910,0.25,0.25,0.25,0.25
588928,0.25,0.25,0.25,0.25
588929,0.25,0.25,0.25,0.25
588946,0.25,0.25,0.25,0.25
588973,0.25,0.25,0.25,0.25
588974,0.25,0.25,0.25,0.25
588996,0.25,0.25,0.25,0.25
588999,0.25,0.25,0.25,0.25
589000,0.25,0.25,0.25,0.25
589001,0.25,0.25,0.25,0.25
589011,0.25,0.25,0.25,0.25
589030,0.25,0.25,0.25,0.25
589035,0.25,0.25,0.25,0.25
589045,0.25,0.25,0.25,0.25
589059,0.25,0.25,0.25,0.25
589067,0.25,0.25,0.25,0.25
589090,0.25,0.25,0.25,0.25
589095,0.25,0.25,0.25,0.25
589096,0.25,0.25,0.25,0.25
589114,0.25,0.25,0.25,0.25
589126,0.25,0.25,0.25,0.25
589145,0.25,0.25,0.25,0.25
589147,0.25,0.25,0.25,0.25
589157,0.25,0.25,0.25,0.25
589161,0.25,0.25,0.25,0.25
589163,0.25,0.25,0.25,0.25
589175,0.25,0.25,0.25,0.25
589228,0.25,0.25,0.25,0.25
589232,0.25,0.25,0.25,0.25
589238,0.25,0.25,0.25,0.25
589240,0.25,0.25,0.25,0.25
589256,0.25,0.25,0.25,0.25
589262,0.25,0.25,0.25,0.25
589275,0.25,0.25,0.25,0.25
589297,0.25,0.25,0.25,0.25
589303,0.25,0.25,0.25,0.25
589313,0.25,0.25,0.25,0.25
589350,0.25,0.25,0.25,0.25
589352,0.25,0.25,0.25,0.25
589403,0.25,0.25,0.25,0.25
589429,0.25,0.25,0.25,0.25
589455,0.25,0.25,0.25,0.25
589473,0.25,0.25,0.25,0.25
589476,0.25,0.25,0.25,0.25
589478,0.25,0.25,0.25,0.25
589485,0.25,0.25,0.25,0.25
589491,0.25,0.25,0.25,0.25
589500,0.25,0.25,0.25,0.25
589504,0.25,0.25,0.25,0.25
589526,0.25,0.25,0.25,0.25
589533,0.25,0.25,0.25,0.25
589534,0.25,0.25,0.25,0.25
589536,0.25,0.25,0.25,0.25
589553,0.25,0.25,0.25,0.25
589559,0.25,0.25,0.25,0.25
589570,0.25,0.25,0.25,0.25
589582,0.25,0.25,0.25,0.25
589583,0.25,0.25,0.25,0.25
589595,0.25,0.25,0.25,0.25
589597,0.25,0.25,0.25,0.25
589609,0.25,0.25,0.25,0.25
589624,0.25,0.25,0.25,0.25
589643,0.25,0.25,0.25,0.25
589656,0.25,0.25,0.25,0.25
589661,0.25,0.25,0.25,0.25
589663,0.25,0.25,0.25,0.25
589670,0.25,0.25,0.25,0.25
589681,0.25,0.25,0.25,0.25
589691,0.25,0.25,0.25,0.25
589699,0.25,0.25,0.25,0.25
589704,0.25,0.25,0.25,0.25
589714,0.25,0.25,0.25,0.25
589721,0.25,0.25,0.25,0.25
589725,0.25,0.25,0.25,0.25
589745,0.25,0.25,0.25,0.25
589756,0.25,0.25,0.25,0.25
589767,0.25,0.25,0.25,0.25
589783,0.25,0.25,0.25,0.25
589797,0.25,0.25,0.25,0.25
589810,0.25,0.25,0.25,0.25
589814,0.25,0.25,0.25,0.25
589818,0.25,0.25,0.25,0.25
589834,0.25,0.25,0.25,0.25
589835,0.25,0.25,0.25,0.25
589837,0.25,0.25,0.25,0.25
589846,0.25,0.25,0.25,0.25
589851,0.25,0.25,0.25,0.25
589866,0.25,0.25,0.25,0.25
589881,0.25,0.25,0.25,0.25
589889,0.25,0.25,0.25,0.25
589901,0.25,0.25,0.25,0.25
589905,0.25,0.25,0.25,0.25
589906,0.25,0.25,0.25,0.25
589915,0.25,0.25,0.25,0.25
589917,0.25,0.25,0.25,0.25
589918,0.25,0.25,0.25,0.25
589943,0.25,0.25,0.25,0.25
589945,0.25,0.25,0.25,0.25
589952,0.25,0.25,0.25,0.25
589956,0.25,0.25,0.25,0.25
589966,0.25,0.25,0.25,0.25
589967,0.25,0.25,0.25,0.25
589973,0.25,0.25,0.25,0.25
589975,0.25,0.25,0.25,0.25
589979,0.25,0.25,0.25,0.25
589981,0.25,0.25,0.25,0.25
589983,0.25,0.25,0.25,0.25
590000,0.25,0.25,0.25,0.25
590035,0.25,0.25,0.25,0.25
590037,0.25,0.25,0.25,0.25
590044,0.25,0.25,0.25,0.25
590062,0.25,0.25,0.25,0.25
590087,0.25,0.25,0.25,0.25
590101,0.25,0.25,0.25,0.25
590105,0.25,0.25,0.25,0.25
590111,0.25,0.25,0.25,0.25
590120,0.25,0.25,0.25,0.25
590175,0.25,0.25,0.25,0.25
590180,0.25,0.25,0.25,0.25
590197,0.25,0.25,0.25,0.25
590202,0.25,0.25,0.25,0.25
590205,0.25,0.25,0.25,0.25
590212,0.25,0.25,0.25,0.25
590223,0.25,0.25,0.25,0.25
590236,0.25,0.25,0.25,0.25
590265,0.25,0.25,0.25,0.25
590295,0.25,0.25,0.25,0.25
590329,0.25,0.25,0.25,0.25
590331,0.25,0.25,0.25,0.25
590337,0.25,0.25,0.25,0.25
590345,0.25,0.25,0.25,0.25
590351,0.25,0.25,0.25,0.25
590365,0.25,0.25,0.25,0.25
590389,0.25,0.25,0.25,0.25
590393,0.25,0.25,0.25,0.25
590396,0.25,0.25,0.25,0.25
590397,0.25,0.25,0.25,0.25
590400,0.25,0.25,0.25,0.25
590427,0.25,0.25,0.25,0.25
590428,0.25,0.25,0.25,0.25
590444,0.25,0.25,0.25,0.25
590472,0.25,0.25,0.25,0.25
590474,0.25,0.25,0.25,0.25
590493,0.25,0.25,0.25,0.25
590503,0.25,0.25,0.25,0.25
590506,0.25,0.25,0.25,0.25
590508,0.25,0.25,0.25,0.25
590511,0.25,0.25,0.25,0.25
590514,0.25,0.25,0.25,0.25
590520,0.25,0.25,0.25,0.25
590527,0.25,0.25,0.25,0.25
590536,0.25,0.25,0.25,0.25
590578,0.25,0.25,0.25,0.25
590583,0.25,0.25,0.25,0.25
590589,0.25,0.25,0.25,0.25
590615,0.25,0.25,0.25,0.25
590616,0.25,0.25,0.25,0.25
590620,0.25,0.25,0.25,0.25
590621,0.25,0.25,0.25,0.25
590642,0.25,0.25,0.25,0.25
590653,0.25,0.25,0.25,0.25
590686,0.25,0.25,0.25,0.25
590695,0.25,0.25,0.25,0.25
590710,0.25,0.25,0.25,0.25
590714,0.25,0.25,0.25,0.25
